,Word,Lemma,POSTag,Shape
5861,strategic,strategic,JJ,xxxx
5862,partners,partner,NNS,xxxx
5863,",",",",",",","
5864,they,-PRON-,PRP,xxxx
5865,basically,basically,RB,xxxx
5866,have,have,VBP,xxxx
5867,looked,look,VBN,xxxx
5868,at,at,IN,xx
5869,us,-PRON-,PRP,xx
5870,certainly,certainly,RB,xxxx
5871,from,from,IN,xxxx
5872,what,what,WP,xxxx
5873,weâ€,weâ€,NNP,xxx€
5874,™,™,CD,™
5875,ve,ve,NNP,xx
5876,already,already,RB,xxxx
5877,been,be,VBN,xxxx
5878,able,able,JJ,xxxx
5879,to,to,TO,xx
5880,provide,provide,VB,xxxx
5881,today,today,NN,xxxx
5882,"
","
",_SP,"
"
5883,And,and,CC,Xxx
5884,certainly,certainly,RB,xxxx
5885,",",",",",",","
5886,now,now,RB,xxx
5887,",",",",",",","
5888,certainly,certainly,RB,xxxx
5889,leveraging,leverage,VBG,xxxx
5890,all,all,PDT,xxx
5891,the,the,DT,xxx
5892,banners,banner,NNS,xxxx
5893,across,across,IN,xxxx
5894,the,the,DT,xxx
5895,enterprise,enterprise,NN,xxxx
5896,",",",",",",","
5897,they,-PRON-,PRP,xxxx
5898,know,know,VBP,xxxx
5899,whatâ€,whatâ€,CD,xxxx€
5900,™,™,CD,™
5901,s,s,NN,x
5902,coming,come,VBG,xxxx
5903,as,as,RB,xx
5904,well,well,RB,xxxx
5905,"
","
",_SP,"
"
5906,And,and,CC,Xxx
5907,as,as,IN,xx
5908,I,-PRON-,PRP,X
5909,mentioned,mention,VBD,xxxx
5910,that,that,IN,xxxx
5911,new,new,JJ,xxx
5912,model,model,NN,xxxx
5913,that,that,IN,xxxx
5914,weâ€,weâ€,NNP,xxx€
5915,™,™,CD,™
5916,re,re,IN,xx
5917,putting,put,VBG,xxxx
5918,out,out,RP,xxx
5919,there,there,RB,xxxx
5920,",",",",",",","
5921,theyâ€,theyâ€,CD,xxxx€
5922,™,™,CD,™
5923,re,re,VBD,xx
5924,extremely,extremely,RB,xxxx
5925,interested,interested,JJ,xxxx
5926,in,in,IN,xx
5927,that,that,DT,xxxx
5928,",",",",",",","
5929,weâ€,weâ€,NNP,xxx€
5930,™,™,CD,™
5931,re,re,IN,xx
5932,going,go,VBG,xxxx
5933,to,to,IN,xx
5934,leverage,leverage,VB,xxxx
5935,that,that,IN,xxxx
5936,as,as,RB,xx
5937,well,well,RB,xxxx
5938,"
","
",_SP,"
"
5939,But,but,CC,Xxx
5940,I,-PRON-,PRP,X
5941,will,will,MD,xxxx
5942,say,say,VB,xxx
5943,",",",",",",","
5944,for,for,IN,xxx
5945,the,the,DT,xxx
5946,most,most,JJS,xxxx
5947,part,part,NN,xxxx
5948,",",",",",",","
5949,customer,customer,NN,xxxx
5950,-,-,HYPH,-
5951,by,by,IN,xx
5952,-,-,HYPH,-
5953,customer,customer,NN,xxxx
5954,",",",",",",","
5955,weâ€,weâ€,NNP,xxx€
5956,™,™,CD,™
5957,re,re,IN,xx
5958,winning,winning,NN,xxxx
5959,and,and,CC,xxx
5960,weâ€,weâ€,NNP,xxx€
5961,™,™,CD,™
5962,ll,ll,VBD,xx
5963,continue,continue,VB,xxxx
5964,to,to,TO,xx
5965,win,win,VB,xxx
5966,in,in,IN,xx
5967,that,that,DT,xxxx
5968,particular,particular,JJ,xxxx
5969,side,side,NN,xxxx
5970,of,of,IN,xx
5971,the,the,DT,xxx
5972,business,business,NN,xxxx
5973,there,there,RB,xxxx
5974,"
","
",_SP,"
"
5975,And,and,CC,Xxx
5976,as,as,IN,xx
5977,I,-PRON-,PRP,X
5978,said,say,VBD,xxxx
5979,",",",",",",","
5980,itâ€,itâ€,NNP,xxx€
5981,™,™,CD,™
5982,s,s,POS,x
5983,growing,grow,VBG,xxxx
5984,",",",",",",","
5985,and,and,CC,xxx
5986,it,-PRON-,PRP,xx
5987,will,will,MD,xxxx
5988,continue,continue,VB,xxxx
5989,to,to,TO,xx
5990,grow,grow,VB,xxxx
5991,"
","
",_SP,"
"
5992,Obviously,obviously,RB,Xxxxx
5993,",",",",",",","
5994,we,-PRON-,PRP,xx
5995,look,look,VBP,xxxx
5996,really,really,RB,xxxx
5997,close,close,JJ,xxxx
5998,that,that,IN,xxxx
5999,those,those,DT,xxxx
6000,things,thing,NNS,xxxx
6001,said,say,VBD,xxxx
6002,before,before,IN,xxxx
6003,we,-PRON-,PRP,xx
6004,handle,handle,VBP,xxxx
6005,these,these,DT,xxxx
6006,RFP,rfp,NN,XXX
6007,"
","
",_SP,"
"
6008,I,-PRON-,PRP,X
6009,mean,mean,VBP,xxxx
6010,I,-PRON-,PRP,X
6011,think,think,VBP,xxxx
6012,itâ€,itâ€,NNP,xxx€
6013,™,™,CD,™
6014,s,s,NNP,x
6015,a,a,DT,x
6016,natural,natural,JJ,xxxx
6017,outcome,outcome,NN,xxxx
6018,that,that,IN,xxxx
6019,the,the,DT,xxx
6020,large,large,JJ,xxxx
6021,customers,customer,NNS,xxxx
6022,in,in,IN,xx
6023,the,the,DT,xxx
6024,Professional,professional,JJ,Xxxxx
6025,side,side,NN,xxxx
6026,of,of,IN,xx
6027,the,the,DT,xxx
6028,business,business,NN,xxxx
6029,or,or,CC,xx
6030,growing,grow,VBG,xxxx
6031,get,get,NN,xxx
6032,lager,lager,NN,xxxx
6033,"
","
",_SP,"
"
6034,So,so,RB,Xx
6035,weâ€,weâ€,NNP,xxx€
6036,™,™,CD,™
6037,ve,ve,NNP,xx
6038,got,get,VBD,xxx
6039,to,to,TO,xx
6040,manage,manage,VB,xxxx
6041,that,that,DT,xxxx
6042,in,in,IN,xx
6043,our,-PRON-,PRP$,xxx
6044,overall,overall,JJ,xxxx
6045,portfolio,portfolio,NN,xxxx
6046,"
","
",_SP,"
"
6047,We,-PRON-,PRP,Xx
6048,reported,report,VBD,xxxx
6049,not,not,RB,xxx
6050,going,go,VBG,xxxx
6051,to,to,TO,xx
6052,comment,comment,VB,xxxx
6053,specifically,specifically,RB,xxxx
6054,on,on,IN,xx
6055,the,the,DT,xxx
6056,size,size,NN,xxxx
6057,of,of,IN,xx
6058,it,-PRON-,PRP,xx
6059,",",",",",",","
6060,weâ€,weâ€,NNP,xxx€
6061,™,™,CD,™
6062,re,re,NN,xx
6063,pretty,pretty,RB,xxxx
6064,excited,excited,JJ,xxxx
6065,about,about,IN,xxxx
6066,the,the,DT,xxx
6067,fact,fact,NN,xxxx
6068,that,that,IN,xxxx
6069,Bob,Bob,NNP,Xxx
6070,has,have,VBZ,xxx
6071,coming,come,VBG,xxxx
6072,with,with,IN,xxxx
6073,his,-PRON-,PRP$,xxx
6074,background,background,NN,xxxx
6075,",",",",",",","
6076,with,with,IN,xxxx
6077,his,-PRON-,PRP$,xxx
6078,leadership,leadership,NN,xxxx
6079,team,team,NN,xxxx
6080,"
","
",_SP,"
"
6081,Theyâ€,theyâ€,CD,Xxxxx€
6082,™,™,CD,™
6083,ve,ve,NNP,xx
6084,done,do,VBN,xxxx
6085,a,a,DT,x
6086,great,great,JJ,xxxx
6087,job,job,NN,xxx
6088,packing,pack,VBG,xxxx
6089,up,up,RP,xx
6090,what,what,WP,xxxx
6091,we,-PRON-,PRP,xx
6092,consider,consider,VBP,xxxx
6093,to,to,TO,xx
6094,be,be,VB,xx
6095,the,the,DT,xxx
6096,most,most,RBS,xxxx
6097,",",",",",",","
6098,the,the,DT,xxx
6099,best,good,JJS,xxxx
6100,portfolio,portfolio,NN,xxxx
6101,in,in,IN,xx
6102,part,part,NN,xxxx
6103,in,in,IN,xx
6104,the,the,DT,xxx
6105,industry,industry,NN,xxxx
6106,",",",",",",","
6107,including,include,VBG,xxxx
6108,the,the,DT,xxx
6109,training,training,NN,xxxx
6110,institutes,institute,NNS,xxxx
6111,that,that,IN,xxxx
6112,weâ€,weâ€,NNP,xxx€
6113,™,™,CD,™
6114,re,re,IN,xx
6115,standing,stand,VBG,xxxx
6116,"
","
",_SP,"
"
6117,Bob,Bob,NNP,Xxx
6118,standing,stand,VBG,xxxx
6119,up,up,RP,xx
6120,",",",",",",","
6121,integrating,integrate,VBG,xxxx
6122,the,the,DT,xxx
6123,Carquest,carqu,JJS,Xxxxx
6124,Training,Training,NNP,Xxxxx
6125,Institute,Institute,NNP,Xxxxx
6126,with,with,IN,xxxx
6127,the,the,DT,xxx
6128,Worldpac,Worldpac,NNP,Xxxxx
6129,Training,Training,NNP,Xxxxx
6130,Institute,Institute,NNP,Xxxxx
6131,which,which,WDT,xxxx
6132,provides,provide,VBZ,xxxx
6133,tremendous,tremendous,JJ,xxxx
6134,value,value,NN,xxxx
6135,to,to,IN,xx
6136,our,-PRON-,PRP$,xxx
6137,large,large,JJ,xxxx
6138,customers,customer,NNS,xxxx
6139,out,out,RB,xxx
6140,there,there,RB,xxxx
6141,in,in,IN,xx
6142,the,the,DT,xxx
6143,marketplace,marketplace,NN,xxxx
6144,"
","
",_SP,"
"
6145,So,so,RB,Xx
6146,weâ€,weâ€,NNP,xxx€
6147,™,™,CD,™
6148,re,re,IN,xx
6149,going,go,VBG,xxxx
6150,to,to,TO,xx
6151,continue,continue,VB,xxxx
6152,to,to,TO,xx
6153,leverage,leverage,VB,xxxx
6154,the,the,DT,xxx
6155,scale,scale,NN,xxxx
6156,of,of,IN,xx
6157,all,all,DT,xxx
6158,of,of,IN,xx
6159,our,-PRON-,PRP$,xxx
6160,businesses,business,NNS,xxxx
6161,to,to,TO,xx
6162,build,build,VB,xxxx
6163,a,a,DT,x
6164,more,more,RBR,xxxx
6165,attractive,attractive,JJ,xxxx
6166,portfolio,portfolio,NN,xxxx
6167,for,for,IN,xxx
6168,our,-PRON-,PRP$,xxx
6169,customer,customer,NN,xxxx
6170,based,base,VBN,xxxx
6171,"
","
",_SP,"
"
6172,And,and,CC,Xxx
6173,overtime,overtime,NN,xxxx
6174,",",",",",",","
6175,we,-PRON-,PRP,xx
6176,believe,believe,VBP,xxxx
6177,that,that,DT,xxxx
6178,will,will,MD,xxxx
6179,help,help,VB,xxxx
6180,us,-PRON-,PRP,xx
6181,winning,win,VBG,xxxx
6182,the,the,DT,xxx
6183,market,market,NN,xxxx
6184,"
","
",_SP,"
"
6185,Well,well,UH,Xxxx
6186,",",",",",",","
6187,weâ€,weâ€,NNP,xxx€
6188,™,™,CD,™
6189,re,re,NN,xx
6190,pretty,pretty,RB,xxxx
6191,excited,excited,JJ,xxxx
6192,about,about,IN,xxxx
6193,Speed,Speed,NNP,Xxxxx
6194,Perks,Perks,NNPS,Xxxxx
6195,",",",",",",","
6196,Dan,Dan,NNP,Xxx
6197,"
","
",_SP,"
"
6198,Weâ€,Weâ€,NNP,Xxx€
6199,™,™,CD,™
6200,ve,ve,NNP,xx
6201,got,get,VBD,xxx
6202,an,an,DT,xx
6203,opportunity,opportunity,NN,xxxx
6204,to,to,TO,xx
6205,do,do,VB,xx
6206,a,a,DT,x
6207,better,well,JJR,xxxx
6208,job,job,NN,xxx
6209,connecting,connect,VBG,xxxx
6210,directly,directly,RB,xxxx
6211,with,with,IN,xxxx
6212,our,-PRON-,PRP$,xxx
6213,Speed,speed,NN,Xxxxx
6214,Perks,Perks,NNPS,Xxxxx
6215,members,member,NNS,xxxx
6216,"
","
",_SP,"
"
6217,I,-PRON-,PRP,X
6218,will,will,MD,xxxx
6219,tell,tell,VB,xxxx
6220,you,-PRON-,PRP,xxx
6221,that,that,WDT,xxxx
6222,will,will,MD,xxxx
6223,evolve,evolve,VB,xxxx
6224,overtime,overtime,NN,xxxx
6225,"
","
",_SP,"
"
6226,We,-PRON-,PRP,Xx
6227,want,want,VBP,xxxx
6228,to,to,TO,xx
6229,make,make,VB,xxxx
6230,Speed,Speed,NNP,Xxxxx
6231,Perks,Perks,NNPS,Xxxxx
6232,more,more,RBR,xxxx
6233,sticky,sticky,JJ,xxxx
6234,it,-PRON-,PRP,xx
6235,should,should,MD,xxxx
6236,be,be,VB,xx
6237,more,more,JJR,xxxx
6238,than,than,IN,xxxx
6239,just,just,RB,xxxx
6240,a,a,DT,x
6241,promotional,promotional,JJ,xxxx
6242,coupon,coupon,NN,xxxx
6243,off,off,IN,xxx
6244,events,event,NNS,xxxx
6245,"
","
",_SP,"
"
6246,And,and,CC,Xxx
6247,so,so,RB,xx
6248,Iâ€,Iâ€,NNP,Xx€
6249,™,™,CD,™
6250,ll,ll,VBD,xx
6251,leave,leave,VB,xxxx
6252,it,-PRON-,PRP,xx
6253,that,that,DT,xxxx
6254,but,but,CC,xxx
6255,weâ€,weâ€,NNP,xxx€
6256,™,™,CD,™
6257,re,re,IN,xx
6258,working,work,VBG,xxxx
6259,pretty,pretty,RB,xxxx
6260,hard,hard,RB,xxxx
6261,on,on,RB,xx
6262,at,at,IN,xx
6263,a,a,DT,x
6264,better,well,JJR,xxxx
6265,connect,connect,NN,xxxx
6266,",",",",",",","
6267,our,-PRON-,PRP$,xxx
6268,physical,physical,JJ,xxxx
6269,and,and,CC,xxx
6270,digital,digital,JJ,xxxx
6271,assets,asset,NNS,xxxx
6272,",",",",",",","
6273,and,and,CC,xxx
6274,that,that,DT,xxxx
6275,includes,include,VBZ,xxxx
6276,the,the,DT,xxx
6277,Speed,Speed,NNP,Xxxxx
6278,Perks,Perks,NNPS,Xxxxx
6279,program,program,NN,xxxx
6280,"
","
",_SP,"
"
6281,Dan,Dan,NNP,Xxx
6282,Wewer,Wewer,NNP,Xxxxx
6283,Well,well,UH,Xxxx
6284,",",",",",",","
6285,I,-PRON-,PRP,X
6286,know,know,VBP,xxxx
6287,your,-PRON-,PRP$,xxxx
6288,competitors,competitor,NNS,xxxx
6289,claim,claim,VBP,xxxx
6290,that,that,IN,xxxx
6291,there,there,EX,xxxx
6292,is,be,VBZ,xx
6293,minimal,minimal,JJ,xxxx
6294,price,price,NN,xxxx
6295,elasticity,elasticity,NN,xxxx
6296,for,for,IN,xxx
6297,demand,demand,NN,xxxx
6298,in,in,IN,xx
6299,this,this,DT,xxxx
6300,industry,industry,NN,xxxx
6301,",",",",",",","
6302,and,and,CC,xxx
6303,weâ€,weâ€,NNP,xxx€
6304,™,™,CD,™
6305,ve,ve,NNP,xx
6306,had,have,VBD,xxx
6307,this,this,DT,xxxx
6308,amazing,amazing,JJ,xxxx
6309,gross,gross,JJ,xxxx
6310,margin,margin,NN,xxxx
6311,expansion,expansion,NN,xxxx
6312,cycle,cycle,NN,xxxx
6313,the,the,DT,xxx
6314,last,last,JJ,xxxx
6315,10,10,CD,dd
6316,years,year,NNS,xxxx
6317,"
","
",_SP,"
"
6318,But,but,CC,Xxx
6319,do,do,VBP,xx
6320,you,-PRON-,PRP,xxx
6321,think,think,VB,xxxx
6322,weâ€,weâ€,NNP,xxx€
6323,™,™,CD,™
6324,re,re,NN,xx
6325,at,at,IN,xx
6326,the,the,DT,xxx
6327,point,point,NN,xxxx
6328,now,now,RB,xxx
6329,where,where,WRB,xxxx
6330,it,-PRON-,PRP,xx
6331,becomes,become,VBZ,xxxx
6332,necessary,necessary,JJ,xxxx
6333,use,use,NN,xxx
6334,pricing,pricing,NN,xxxx
6335,to,to,TO,xx
6336,drive,drive,VB,xxxx
6337,market,market,NN,xxxx
6338,share,share,NN,xxxx
6339,?,?,.,?
6340,"
","
",_SP,"
"
6341,Yes,yes,UH,Xxx
6342,"
","
",_SP,"
"
6343,It,-PRON-,PRP,Xx
6344,certainly,certainly,RB,xxxx
6345,not,not,RB,xxx
6346,a,a,DT,x
6347,huge,huge,JJ,xxxx
6348,part,part,NN,xxxx
6349,of,of,IN,xx
6350,our,-PRON-,PRP$,xxx
6351,agenda,agenda,NN,xxxx
6352,going,go,VBG,xxxx
6353,forward,forward,RB,xxxx
6354,",",",",",",","
6355,weâ€,weâ€,NNP,xxx€
6356,™,™,CD,™
6357,re,re,IN,xx
6358,looking,look,VBG,xxxx
6359,very,very,RB,xxxx
6360,carefully,carefully,RB,xxxx
6361,and,and,CC,xxx
6362,strategic,strategic,JJ,xxxx
6363,pricing,pricing,NN,xxxx
6364,"
","
",_SP,"
"
6365,But,but,CC,Xxx
6366,in,in,IN,xx
6367,terms,term,NNS,xxxx
6368,of,of,IN,xx
6369,a,a,DT,x
6370,weight,weight,NN,xxxx
6371,on,on,IN,xx
6372,gross,gross,JJ,xxxx
6373,margin,margin,NN,xxxx
6374,",",",",",",","
6375,we,-PRON-,PRP,xx
6376,donâ€,donâ€,VBP,xxxx€
6377,™,™,CD,™
6378,t,t,NNP,x
6379,see,see,VB,xxx
6380,that,that,IN,xxxx
6381,"
","
",_SP,"
"
6382,Dan,Dan,NNP,Xxx
6383,Wewer,Wewer,NNP,Xxxxx
6384,And,and,CC,Xxx
6385,then,then,RB,xxxx
6386,just,just,RB,xxxx
6387,one,one,CD,xxx
6388,follow,follow,NN,xxxx
6389,-,-,HYPH,-
6390,up,up,RP,xx
6391,question,question,NN,xxxx
6392,",",",",",",","
6393,can,can,MD,xxx
6394,you,-PRON-,PRP,xxx
6395,talk,talk,VB,xxxx
6396,about,about,IN,xxxx
6397,why,why,WRB,xxx
6398,the,the,DT,xxx
6399,higher,high,JJR,xxxx
6400,productivity,productivity,NN,xxxx
6401,savings,saving,NNS,xxxx
6402,today,today,NN,xxxx
6403,"
","
",_SP,"
"
6404,It,-PRON-,PRP,Xx
6405,doesnâ€,doesnâ€,VBZ,xxxx€
6406,™,™,CD,™
6407,t,t,NN,x
6408,sound,sound,NN,xxxx
6409,like,like,IN,xxxx
6410,",",",",",",","
6411,weâ€,weâ€,NNP,xxx€
6412,™,™,CD,™
6413,re,re,IN,xx
6414,going,go,VBG,xxxx
6415,to,to,TO,xx
6416,see,see,VB,xxx
6417,much,much,JJ,xxxx
6418,change,change,NN,xxxx
6419,in,in,IN,xx
6420,the,the,DT,xxx
6421,second,second,JJ,xxxx
6422,quarter,quarter,NN,xxxx
6423,",",",",",",","
6424,doesnâ€,doesnâ€,$,xxxx€
6425,™,™,CD,™
6426,t,t,NNP,x
6427,really,really,RB,xxxx
6428,begin,begin,VBP,xxxx
6429,to,to,TO,xx
6430,kick,kick,VB,xxxx
6431,into,into,IN,xxxx
6432,the,the,DT,xxx
6433,third,third,JJ,xxxx
6434,quarter,quarter,NN,xxxx
6435,"
","
",_SP,"
"
6436,And,and,CC,Xxx
6437,even,even,RB,xxxx
6438,then,then,RB,xxxx
6439,",",",",",",","
6440,it,-PRON-,PRP,xx
6441,really,really,RB,xxxx
6442,doesnâ€,doesnâ€,VBP,xxxx€
6443,™,™,CD,™
6444,t,t,NNP,x
6445,really,really,RB,xxxx
6446,begin,begin,VBP,xxxx
6447,to,to,TO,xx
6448,gather,gather,VB,xxxx
6449,momentum,momentum,NN,xxxx
6450,until,until,IN,xxxx
6451,2018,2018,CD,dddd
6452,?,?,.,?
6453,So,so,RB,Xx
6454,curious,curious,JJ,xxxx
6455,as,as,IN,xx
6456,to,to,IN,xx
6457,why,why,WRB,xxx
6458,today,today,NN,xxxx
6459,was,be,VBD,xxx
6460,it,-PRON-,PRP,xx
6461,necessary,necessary,JJ,xxxx
6462,to,to,TO,xx
6463,talk,talk,VB,xxxx
6464,about,about,IN,xxxx
6465,the,the,DT,xxx
6466,savings,saving,NNS,xxxx
6467,",",",",",",","
6468,particularly,particularly,RB,xxxx
6469,when,when,WRB,xxxx
6470,youâ€,youâ€,NNP,xxxx€
6471,™,™,CD,™
6472,re,re,VBZ,xx
6473,not,not,RB,xxx
6474,comfortable,comfortable,JJ,xxxx
6475,talking,talk,VBG,xxxx
6476,about,about,IN,xxxx
6477,the,the,DT,xxx
6478,net,net,JJ,xxx
6479,savings,saving,NNS,xxxx
6480,",",",",",",","
6481,on,on,IN,xx
6482,the,the,DT,xxx
6483,gross,gross,JJ,xxxx
6484,savings,saving,NNS,xxxx
6485,?,?,.,?
6486,"
","
",_SP,"
"
6487,Well,well,UH,Xxxx
6488,",",",",",",","
6489,for,for,IN,xxx
6490,sure,sure,JJ,xxxx
6491,",",",",",",","
6492,comps,comp,NNS,xxxx
6493,are,be,VBP,xxx
6494,the,the,DT,xxx
6495,primary,primary,JJ,xxxx
6496,focus,focus,NN,xxxx
6497,for,for,IN,xxx
6498,us,-PRON-,PRP,xx
6499,at,at,IN,xx
6500,the,the,DT,xxx
6501,moment,moment,NN,xxxx
6502,"
","
",_SP,"
"
6503,Weâ€,weâ€,NN,Xxx€
6504,™,™,CD,™
6505,re,re,NN,xx
6506,driving,drive,VBG,xxxx
6507,at,at,IN,xx
6508,customer,customer,NN,xxxx
6509,investments,investment,NNS,xxxx
6510,weâ€,weâ€,NNP,xxx€
6511,™,™,CD,™
6512,re,re,NN,xx
6513,driving,drive,VBG,xxxx
6514,at,at,IN,xx
6515,things,thing,NNS,xxxx
6516,that,that,WDT,xxxx
6517,matter,matter,VBP,xxxx
6518,to,to,IN,xx
6519,our,-PRON-,PRP$,xxx
6520,customers,customer,NNS,xxxx
6521,",",",",",",","
6522,both,both,CC,xxxx
6523,on,on,IN,xx
6524,the,the,DT,xxx
6525,professional,professional,JJ,xxxx
6526,side,side,NN,xxxx
6527,of,of,IN,xx
6528,business,business,NN,xxxx
6529,and,and,CC,xxx
6530,on,on,IN,xx
6531,the,the,DT,xxx
6532,DIY,DIY,NNP,XXX
6533,side,side,NN,xxxx
6534,of,of,IN,xx
6535,the,the,DT,xxx
6536,business,business,NN,xxxx
6537,"
","
",_SP,"
"
6538,And,and,CC,Xxx
6539,our,-PRON-,PRP$,xxx
6540,goal,goal,NN,xxxx
6541,is,be,VBZ,xx
6542,to,to,TO,xx
6543,continue,continue,VB,xxxx
6544,the,the,DT,xxx
6545,sequential,sequential,JJ,xxxx
6546,improvement,improvement,NN,xxxx
6547,which,which,WDT,xxxx
6548,we,-PRON-,PRP,xx
6549,talked,talk,VBD,xxxx
6550,about,about,IN,xxxx
6551,"
","
",_SP,"
"
6552,And,and,CC,Xxx
6553,obviously,obviously,RB,xxxx
6554,relative,relative,JJ,xxxx
6555,performance,performance,NN,xxxx
6556,is,be,VBZ,xx
6557,important,important,JJ,xxxx
6558,within,within,IN,xxxx
6559,our,-PRON-,PRP$,xxx
6560,market,market,NN,xxxx
6561,share,share,NN,xxxx
6562,"
","
",_SP,"
"
6563,We,-PRON-,PRP,Xx
6564,donâ€,donâ€,VBP,xxxx€
6565,™,™,CD,™
6566,t,t,NNP,x
6567,get,get,VBP,xxx
6568,a,a,DT,x
6569,lot,lot,NN,xxx
6570,of,of,IN,xx
6571,market,market,NN,xxxx
6572,share,share,NN,xxxx
6573,data,data,NN,xxxx
6574,band,band,NN,xxxx
6575,"
","
",_SP,"
"
6576,But,but,CC,Xxx
6577,what,what,WP,xxxx
6578,we,-PRON-,PRP,xx
6579,do,do,VBP,xx
6580,we,-PRON-,PRP,xx
6581,pay,pay,VB,xxx
6582,very,very,RB,xxxx
6583,close,close,JJ,xxxx
6584,attention,attention,NN,xxxx
6585,to,to,IN,xx
6586,it,-PRON-,PRP,xx
6587,and,and,CC,xxx
6588,we,-PRON-,PRP,xx
6589,are,be,VBP,xxx
6590,making,make,VBG,xxxx
6591,progress,progress,NN,xxxx
6592,there,there,RB,xxxx
6593,"
","
",_SP,"
"
6594,We,-PRON-,PRP,Xx
6595,are,be,VBP,xxx
6596,not,not,RB,xxx
6597,gaining,gain,VBG,xxxx
6598,share,share,NN,xxxx
6599,",",",",",",","
6600,okay,okay,UH,xxxx
6601,",",",",",",","
6602,to,to,TO,xx
6603,be,be,VB,xx
6604,clear,clear,JJ,xxxx
6605,"
","
",_SP,"
"
6606,But,but,CC,Xxx
6607,we,-PRON-,PRP,xx
6608,are,be,VBP,xxx
6609,narrowing,narrow,VBG,xxxx
6610,the,the,DT,xxx
6611,gap,gap,NN,xxx
6612,in,in,IN,xx
6613,terms,term,NNS,xxxx
6614,of,of,IN,xx
6615,our,-PRON-,PRP$,xxx
6616,performance,performance,NN,xxxx
6617,and,and,CC,xxx
6618,we,-PRON-,PRP,xx
6619,are,be,VBP,xxx
6620,going,go,VBG,xxxx
6621,to,to,TO,xx
6622,continue,continue,VB,xxxx
6623,to,to,TO,xx
6624,stay,stay,VB,xxxx
6625,focused,focused,JJ,xxxx
6626,on,on,IN,xx
6627,that,that,DT,xxxx
6628,"
","
",_SP,"
"
6629,And,and,CC,Xxx
6630,overtime,overtime,NN,xxxx
6631,",",",",",",","
6632,the,the,DT,xxx
6633,goal,goal,NN,xxxx
6634,is,be,VBZ,xx
6635,to,to,TO,xx
6636,narrow,narrow,VB,xxxx
6637,that,that,IN,xxxx
6638,completely,completely,RB,xxxx
6639,and,and,CC,xxx
6640,then,then,RB,xxxx
6641,obviously,obviously,RB,xxxx
6642,at,at,IN,xx
6643,some,some,DT,xxxx
6644,point,point,NN,xxxx
6645,perform,perform,VBP,xxxx
6646,above,above,IN,xxxx
6647,the,the,DT,xxx
6648,industry,industry,NN,xxxx
6649,average,average,JJ,xxxx
6650,"
","
",_SP,"
"
6651,So,so,RB,Xx
6652,that,that,DT,xxxx
6653,is,be,VBZ,xx
6654,the,the,DT,xxx
6655,primary,primary,JJ,xxxx
6656,focus,focus,NN,xxxx
6657,"
","
",_SP,"
"
6658,Well,well,UH,Xxxx
6659,",",",",",",","
6660,first,first,RB,xxxx
6661,of,of,IN,xx
6662,all,all,DT,xxx
6663,",",",",",",","
6664,the,the,DT,xxx
6665,750,750,CD,ddd
6666,million,million,CD,xxxx
6667,is,be,VBZ,xx
6668,literally,literally,RB,xxxx
6669,down,down,RB,xxxx
6670,to,to,IN,xx
6671,the,the,DT,xxx
6672,dollar,dollar,NN,xxxx
6673,",",",",",",","
6674,right,right,JJ,xxxx
6675,?,?,.,?
6676,The,the,DT,Xxx
6677,750,750,CD,ddd
6678,million,million,CD,xxxx
6679,is,be,VBZ,xx
6680,planned,plan,VBN,xxxx
6681,out,out,RP,xxx
6682,over,over,IN,xxxx
6683,the,the,DT,xxx
6684,next,next,JJ,xxxx
6685,four,four,CD,xxxx
6686,years,year,NNS,xxxx
6687,"
","
",_SP,"
"
6688,We,-PRON-,PRP,Xx
6689,know,know,VBP,xxxx
6690,exactly,exactly,RB,xxxx
6691,where,where,WRB,xxxx
6692,that,that,DT,xxxx
6693,is,be,VBZ,xx
6694,in,in,IN,xx
6695,the,the,DT,xxx
6696,vast,vast,JJ,xxxx
6697,majority,majority,NN,xxxx
6698,of,of,IN,xx
6699,cases,case,NNS,xxxx
6700,",",",",",",","
6701,that,that,IN,xxxx
6702,750,750,CD,ddd
6703,million,million,CD,xxxx
6704,is,be,VBZ,xx
6705,not,not,RB,xxx
6706,sales,sale,NNS,xxxx
6707,",",",",",",","
6708,and,and,CC,xxx
6709,there,there,EX,xxxx
6710,is,be,VBZ,xx
6711,a,a,DT,x
6712,very,very,RB,xxxx
6713,little,little,JJ,xxxx
6714,of,of,IN,xx
6715,that,that,DT,xxxx
6716,moves,move,VBZ,xxxx
6717,up,up,RP,xx
6718,and,and,CC,xxx
6719,down,down,RB,xxxx
6720,with,with,IN,xxxx
6721,sale,sale,NN,xxxx
6722,"
","
",_SP,"
"
6723,When,when,WRB,Xxxx
6724,you,-PRON-,PRP,xxx
6725,go,go,VBP,xx
6726,to,to,IN,xx
6727,one,one,CD,xxx
6728,fleet,fleet,NN,xxxx
6729,company,company,NN,xxxx
6730,from,from,IN,xxxx
6731,three,three,CD,xxxx
6732,companies,company,NNS,xxxx
6733,",",",",",",","
6734,that,that,IN,xxxx
6735,doesnâ€,doesnâ€,$,xxxx€
6736,™,™,CD,™
6737,t,t,NN,x
6738,have,have,VBP,xxxx
6739,anything,anything,NN,xxxx
6740,to,to,TO,xx
6741,do,do,VB,xx
6742,with,with,IN,xxxx
6743,what,what,WP,xxxx
6744,we,-PRON-,PRP,xx
